,시설명,시도명,시군구명,소재지도로명주소,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호
1119,탄방동 행정복지센터,대전광역시,서구,"대전광역시 서구 탄방로7번길 97, 탄방동 (탄방동)",탄방동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,탄방동 행정복지센터,042-288-5180
1120,가장동 행정복지센터,대전광역시,서구,"대전광역시 서구 들말4길 6, 가장동 (가장동)",가장동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,가장동 행정복지센터,042-288-5340
1121,갈마1동 행정복지센터,대전광역시,서구,"대전광역시 서구 신갈마로 191, 갈마동 (갈마동)",갈마1동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,갈마1동 행정복지센터,042-288-5390
1122,용문동 행정복지센터,대전광역시,서구,"대전광역시 서구 계룡로662번길 6, 용문동 (용문동)",용문동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,용문동 행정복지센터,042-288-5150
1123,강원도 정선군 정선읍 행정복지센터,강원도,정선군,강원도 정선군 정선읍 정선로 1331,관공소 입구 오른쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원도 정선군 정선읍 행정복지센터,033-560-2148
1124,강원도 정선군 고한읍 행정복지센터,강원도,정선군,강원도 정선군 고한읍 고한2길 1,관공소 입구 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원도 정선군 고한읍 행정복지센터,033-560-2617
1125,강원도 정선군 사북읍 행정복지센터,강원도,정선군,강원도 정선군 사북읍 사북중앙로 65,관공소 입구 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원도 정선군 사북읍 행정복지센터,033-560-2628
1126,강원도 정선군 신동읍 행정복지센터,강원도,정선군,강원도 정선군 신동읍 예미1길1,관공소 입구 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원도 정선군 신동읍 행정복지센터,033-560-2139
1127,강원도 정선군 화암면 행정복지센터,강원도,정선군,강원도 정선군 화암면 그림바위길 40,관공소 입구 오른쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원도 정선군 화암면 행정복지센터,033-560-2648
1128,강원도 정선군 남면 행정복지센터,강원도,정선군,강원도 정선군 남면 칠현로 80,관공소 입구 오른쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원도 정선군 남면 행정복지센터,033-560-2756
1129,사랑채노인복지과,경기도,의왕시,경기도 의왕시 복지로 109,사랑채노인복지관 1층 로비 자판기 앞,09:00,18:00,09:00,16:00,00:00,00:00,2,N,Y,사랑채노인복지관,031-425-3676
1130,희망나래장애인복지관,경기도,의왕시,경기도 의왕시 오전로 27,희망나래장애인복지관 1층 안내데스크 옆,09:00,18:00,09:00,12:00,00:00,00:00,2,N,Y,희망나래장애인복지관,031-467-7300
1131,장애인재활자립작업장,경기도,의왕시,경기도 의왕시 고산로 25,장애인재활자립장 1층 출입문 앞,09:00,18:00,09:00,00:00,00:00,00:00,1,Y,N,지체장애인,031-456-6112
1132,청계종합사회복지관,경기도,의왕시,경기도 의왕시 덕장로 19,청계종합사회복지관 1층 로비,09:00,00:00,09:00,00:00,00:00,00:00,2,Y,Y,청계종합사회복지관,031-345-2186
1133,부곡동주민센터,경기도,의왕시,경기도 의왕시 부곡시장길 75,부곡동주민센터 지하주차장,09:00,00:00,09:00,00:00,00:00,00:00,2,Y,Y,청계동주민센터,031-345-3143
1134,의왕시청,경기도,의왕시,경기도 의왕시 시청로 11,의왕시청 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,의왕시 노인장애인과,031-345-2427
1135,남양주시장애인복지관,경기도,남양주시,경기도 남양주시 홍유릉로 273,남양주시장애인복지관 1층 출입문 옆(실외),09:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경기도 남양주시장애인복지관,031-593-7950
1136,다산행정복지센터(다산1동),경기도,남양주시,경기도 남양주시 다산중앙로 7,다산1동주민센터 1층 복지민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,경기도 남양주시 다산행정복지센터(다산1동),031-590-4974
1137,별내행정복지센터,경기도,남양주시,경기도 남양주시 별내3로 64-21,별내행정복지센터 1층 복지지원과,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,경기도 남양주시 별내행정복지센터,031-590-8474
1138,오남읍사무소,경기도,남양주시,경기도 남양주시 오남읍 진건오남로 806-34,오남읍행정복지센터  1층 사회복지팀,09:00,21:00,00:00,00:00,00:00,00:00,2,N,Y,경기도 남양주시 오남읍사무소,031-590-8034
1139,와부조안행정복지센터,경기도,남양주시,경기도 남양주시 와부읍 월문천로 35,와부조안행정복지센터 1층 생활자치과 옆 복도,09:00,21:00,00:00,18:00,09:00,18:00,2,N,Y,경기도 남양주시 와부조안행정복지센터,031-590-4815
1140,진건퇴계원행정복지센터,경기도,남양주시,경기도 남양주시 진건읍 진건오남로 41-19,진건퇴계원행정복지센터 1층 출입문 입구,09:00,21:00,00:00,18:00,09:00,18:00,2,N,Y,경기도 남양주시 진건퇴계원행정복지센터,031-590-8044
1141,진접오남행정복지센터,경기도,남양주시,경기도 남양주시 진접읍 금강로 1509-26,진접오남행정복지센터 출입문 입구,09:00,21:00,00:00,18:00,09:00,18:00,2,N,Y,경기도 남양주시 진접오남행정복지센터,031-590-5815
1142,호평평내행정복지센터,경기도,남양주시,경기도 남양주시 호평로 68번길 21,호평평내행정복지센터 1층 민원실 복지지원과,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,경기도 남양주시 호평평내행정복지센터,031-590-3921
1143,은평구청,서울특별시,은평구,서울특별시 은평구 은평로 195,은평구의회 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,은평구청,02-351-7313
1144,응암1동 주민센터,서울특별시,은평구,서울특별시 은평구 백련산로 179,응암1동주민센터 정문,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 은평구 응암1동주민센터,02-3159-4676
1145,수색동 주민센터,서울특별시,은평구,서울특별시 은평구 수색로 280,주민센터1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,수색동주민센터,02-351-5443
1146,서부장애인종합복지관,서울특별시,은평구,서울특별시 은평구 갈현로11길 30,복지관 정문 입구,09:00,18:00,09:00,17:00,00:00,00:00,2,N,N,서부장애인종합복지관,02-351-3982
1147,은평구 장애인 이동기기 수리센터,서울특별시,은평구,서울특별시 은평구 서오릉로 19,소형.휴대용,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,은평장애인자립생활센터,02-374-0818
1148,(사)서울시지체장애인협회 은평구지회,서울특별시,은평구,서울특별시 은평구 가좌로 276-9,출입구 오른편,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울시지체장애인협회 은평구지회,02-376-1703
1149,용봉동행정복지센터,광주광역시,북구,광주광역시 북구 용주로18번길 28,동행정복지센터 1층 출입구 복도에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 용봉동행정복지센터,062-410-6905
1150,운암1동행정복지센터,광주광역시,북구,광주광역시 북구 동운로201번길 55,동행정복지센터 1층 무인민원발급기 옆에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 운암1동행정복지센터,062-410-6632
1151,동림동행정복지센터,광주광역시,북구,광주광역시 북구 북문대로 236,동행정복지센터 1층 무인민원발급기 옆에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 동림동행정복지센터,062-410-8586
1152,풍향동행정복지센터,광주광역시,북구,광주광역시 북구 필문대로29번길 10,동행정복지센터 1층 무인민원발급기 옆에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 풍향동행정복지센터,062-410-8725
1153,문화동행정복지센터,광주광역시,북구,광주광역시 북구 군왕로 233,동행정복지센터 입구 안쪽에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 문화동행정복지센터,062-410-6368
1154,두암1동행정복지센터,광주광역시,북구,광주광역시 북구 동문대로110번길 77,동행정복지센터 1층 무인민원발급기 옆에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 두암1동행정복지센터,062-410-8766
1155,두암3동행정복지센터,광주광역시,북구,광주광역시 북구 삼정로3번길 25,동행정복지센터 1층 현관 입구에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 두암3동행정복지센터,062-410-8867
1156,삼각동행정복지센터,광주광역시,북구,광주광역시 북구 설죽로 447,동행정복지센터 1층 무인민원발급기 옆에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 삼각동행정복지센터,062-410-8799
1157,일곡동행정복지센터,광주광역시,북구,광주광역시 북구 설죽로 525,동행정복지센터 입구 안쪽에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 일곡동행정복지센터,062-410-8807
1158,번동3단지종합사회복지관,서울특별시,강북구,서울특별시 강북구 오현로 208,복지관 1층 복도,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,서울특별시 강북구청,02-901-6677
1159,번동5단지종합사회복지관,서울특별시,강북구,서울특별시 강북구 한천로115길 20,1층 후문 주민사랑방 앞,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,서울특별시 강북구청,02-901-6677
1160,강북구장애인단체총연합회,서울특별시,강북구,서울특별시 강북구 인수봉로 291,장애인회관 주차장,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,서울특별시 강북구청,02-901-6677
1161,삼양동종합복지센터,서울특별시,강북구,서울특별시 강북구 삼양로 47길 9,1층 로비 사무실 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 강북구청,02-901-6677
1162,시립 강북노인종합복지관,서울특별시,강북구,서울특별시 강북구 삼양로 92길 40,1층 여성안심택배 보관함 근처,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,서울특별시 강북구청,02-901-6677
1163,미아동복합청사,서울특별시,강북구,서울특별시 강북구 솔매로49길 14,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 강북구청,02-901-6677
1164,아름채노인복지관,경기도,의왕시,경기도 의왕시 문화공원로 47,아름채노인복지관 1층 강당입구 앞,09:00,18:00,09:00,16:00,00:00,00:00,2,N,Y,아름채노인복지관,031-427-0580
1165,일곡도서관,광주광역시,북구,광주광역시 북구 일곡로 55,일곡도서관 안내실 옆 곰돌이방 안에 설치되어 있음,07:00,22:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 일곡도서관,062-410-6885
1166,운암도서관,광주광역시,북구,광주광역시 북구 북문대로 118,운암도서관 로비 출입구 자동문 옆에 설치되어 있음,07:00,22:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 운암도서관,062-410-6957
1167,중흥2동행정복지센터,광주광역시,북구,광주광역시 북구 우치로1번길 10,동행정복지센터 1층 현관 출입구에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 중흥2동행정복지센터,062-410-8407
1168,신안동행정복지센터,광주광역시,북구,광주광역시 북구 자산로 66,동행정복지센터 민원실 내에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,광주광역시 북구 신안동행정복지센터,062-410-8655
1169,입장면행정복지센터,충청남도,천안시,충청남도 천안시 서북구 입장면 입장로 129,민원실 내,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1170,성거읍행정복지센터,충청남도,천안시,충청남도 천안시 서북구 성거읍 봉주로 469,민원실 내,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1171,농수산물도매시장,충청남도,천안시,충청남도 천안시 서북구 천안대로 1341,과일동 입구,07:00,18:00,07:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1172,천안종합터미널,충청남도,천안시,충청남도 천안시 동남구 만남로 43 (고속터미널 대합실),물품보관함 옆,09:00,18:00,07:00,22:00,07:00,22:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1173,천안박물관,충청남도,천안시,충청남도 천안시 동남구 천안대로 429-13,1층 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1174,두정도서관,충청남도,천안시,충청남도 천안시 서북구 부성3길 9,1층 출입구,08:00,22:00,08:00,22:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1175,신방도서관,충청남도,천안시,충청남도 천안시 동남구 통정4로 7,1층 출입구,08:00,22:00,08:00,22:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1176,목천읍행정복지센터,충청남도,천안시,충청남도 천안시 동남구 목천읍 서리1길 41-7,민원실 내,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1177,아우내은빛복지관,충청남도,천안시,충청남도 천안시 동남구 병천면 병천2로 51,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1178,해룡면 상삼출장소,전라남도,순천시,전라남도 순천시 해룡면 상삼길 16,행정복지센터 입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,전라남도 순천시,061-749-6186
1179,순천시문화예술회관,전라남도,순천시,전라남도 순천시 삼산로 16,출장소 입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,전라남도 순천시,061-749-6186
1180,덕연동 행정복지센터,전라남도,순천시,전라남도 순천시 덕연로 41,행정복지센터 입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,전라남도 순천시,061-749-6186
1181,순천시장애인종합복지관,전라남도,순천시,전라남도 순천시 서면 청소년수련원길 2,장애인복지관 입구로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,전라남도 순천시,061-749-6186
1182,순천척수장애인협회,전라남도,순천시,전라남도 순천시 순천만길 184,협회 출입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,전라남도 순천시,061-749-6186
1183,순천역,전라남도,순천시,전라남도 순천시 팔마로 119,순천역 로비,06:00,23:59,06:00,23:59,06:00,23:59,1,Y,N,전라남도 순천시,061-749-6186
1184,도사동 행정복지센터,전라남도,순천시,전라남도 순천시 순천만길 27,행정복지센터 입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,전라남도 순천시,061-749-6186
1185,장애인종합체육관,충청남도,천안시,충청남도 천안시 동남구 향교1길 104-38,줄입구 오른쪽,06:00,22:00,06:00,22:00,06:00,22:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1186,유관순체육관,충청남도,천안시,"충청남도 천안시 서북구 번영로 208, 국민체육센터수영장 내",국민체육센터수영장 내,06:00,20:00,06:00,20:00,09:00,18:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1187,성정종합사회복지관,충청남도,천안시,"충청남도 천안시 서북구 쌍용대로 289-25, 주공6단지 내",출입구 오른쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
1188,쌍용종합사회복지관,충청남도,천안시,"충청남도 천안시 서북구 쌍용11길 57, 주공7단지 내",7단지 관리사무소내,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
